学校id,学校名称,学校层次,学校类型,所处地区,招生办电话,招生办官网
293,广州大学,普通本科,综合类,广东,020-39366232,http://zsjy.gzhu.edu.cn
294,广东医科大学,普通本科,医药类,广东,0769-22896175,http://zs.gdmu.edu.cn
295,广州医科大学,普通本科,医药类,广东,"020-81340278,020-37103483",http://zs.gzhmu.edu.cn
296,广东药科大学,普通本科,医药类,广东,"020-39352027,020-39353293",http://zsb.gdpu.edu.cn
297,韩山师范学院,普通本科,师范类,广东,0768-2525449,http://zsb.hstc.edu.cn
298,韶关学院,普通本科,综合类,广东,0751-8120024,http://zs.sgu.edu.cn
299,岭南师范学院,普通本科,师范类,广东,"0759-3183189,0759-3183211",http://zsb.lingnan.edu.cn
300,惠州学院,普通本科,综合类,广东惠城区,0752-2527803,http://zs.hzu.edu.cn/
301,嘉应学院,普通本科,综合类,广东,"0753-2186877,0753-2186713",http://zs.jyu.edu.cn
302,广东财经大学,普通本科,财经类,广东,020-84096844,http://zsb.gdufe.edu.cn
303,广州体育学院,普通本科,体育类,广东天河区,"020-38024685,020-38027983",https://gtzs.gzsport.edu.cn/
304,广州美术学院,普通本科,艺术类,广东,020-84017740,http://zs.gzarts.edu.cn/
305,星海音乐学院,普通本科,艺术类,广东花都区,020-39363666,http://www.xhzsb.com
306,佛山科学技术学院,普通本科,理工类,广东,"0757-83989841,0757-82982304",https://zsb.fosu.edu.cn
307,上海理工大学,普通本科,理工类,上海杨浦区,021-55270799,http://zhaoban.usst.edu.cn/
308,上海工程技术大学,普通本科,理工类,上海松江区,021-62750183,https://zsb.sues.edu.cn/
309,上海海洋大学,普通本科,综合类,上海浦东新区,"021-61900607,021-61900608,021-61900609",https://zsjy.shou.edu.cn/
310,上海中医药大学,普通本科,医药类,上海浦东新区,021-51322028,http://ygzs.shutcm.edu.cn/
311,上海师范大学,普通本科,综合类,上海徐汇区,021-64322695,http://ssdzsb.shnu.edu.cn
312,上海第二工业大学,普通本科,理工类,上海浦东新区,"021-50217411,021-50214975",http://zsb.sspu.edu.cn/
313,上海海事大学,普通本科,理工类,上海浦东新区,021-38282000,http://admission.shmtu.edu.cn/
314,安徽师范大学,普通本科,师范类,安徽,0553-5910161,http://zsxx.ahnu.edu.cn/
315,上海应用技术大学,普通本科,理工类,上海奉贤区,"021-64941403,021-64948576,021-64948577,021-64940020,021-64940021",https://adm.sit.edu.cn/
316,安徽工程大学,普通本科,理工类,安徽,0553-2871043,http://zsb.ahpu.edu.cn
317,上海电力大学,普通本科,理工类,上海杨浦区,021-35303755,https://zs.shiep.edu.cn/
318,上海对外经贸大学,普通本科,财经类,上海松江区,021-67703050,http://zhaosheng.suibe.edu.cn/
320,上海立信会计金融学院,普通本科,财经类,上海黄浦区,"021-50218552,021-67705112",http://zhaosheng.lixin.edu.cn/
322,安徽建筑大学,普通本科,理工类,安徽,0551-63828083,http://www.ahjzu.edu.cn/zsw/main.htm
323,华东政法大学,普通本科,政法类,上海松江区,021-57090220,http://zsb.ecupl.edu.cn/
324,上海体育学院,普通本科,体育类,上海杨浦区,021-65506175,http://bkzs.sus.edu.cn
325,皖南医学院,普通本科,医药类,安徽,0553-3932637,http://zsb.wnmc.edu.cn
326,上海音乐学院,普通本科,艺术类,上海徐汇区,021-64376411,http://www.shcmusic.edu.cn
327,上海戏剧学院,普通本科,艺术类,上海静安区,021-62488077,http://zs.sta.edu.cn
328,淮北师范大学,普通本科,综合类,安徽,"0561-3803276,0561-3802146",http://zsb.chnu.edu.cn/
329,上海杉达学院,普通本科,财经类,上海浦东新区,"021-50210894,0573-84239202",https://zsw.sandau.edu.cn/
330,西安交通大学,985 211,综合类,陕西碑林区,029-82668320,http://zs.xjtu.edu.cn/
331,安徽科技学院,普通本科,综合类,安徽,"0550-6732041,0552-3197041",http://www.ahstu.edu.cn/zsc/
332,西北农林科技大学,985 211,农林类,陕西杨陵区,"029-87091406,029-87091407,029-87091408,029-87091409",http://zhshw.nwsuaf.edu.cn
333,淮南师范学院,普通本科,师范类,安徽,0554-6863550,http://zsb.hnnu.edu.cn/
334,陕西师范大学,211,师范类,陕西长安区,"029-85310330,029-85310188",http://zsb.snnu.edu.cn
335,安徽财经大学,普通本科,财经类,安徽,"0552-3176767,0552-3177676",http://zsjy.aufe.edu.cn/
336,延安大学,普通本科,综合类,陕西宝塔区,"0911-2332050,18709110037",http://zsw.yau.edu.cn
337,皖西学院,普通本科,综合类,安徽,"0564-3305015,0564-3305004",https://zsb.wxc.edu.cn/
338,合肥学院,普通本科,综合类,安徽巢湖市,"0551-62158118,0551-62159118",http://www.hfuu.edu.cn/zs/
339,巢湖学院,普通本科,综合类,安徽巢湖市,"0551-82361303,0551-82361098",https://www.chu.edu.cn/zsw/
340,铜陵学院,普通本科,财经类,安徽铜官区,"0562-5883647,0562-5881020,0562-5881961",http://zsb.tlu.edu.cn
341,黄山学院,普通本科,综合类,安徽,0559-2546568,https://zsb.hsu.edu.cn/
342,昆明理工大学,普通本科,理工类,云南,"0871-5194108,0871-65192860",http://www.kmust.edu.cn/zsjy/bkszs.htm
343,云南农业大学,普通本科,农林类,云南盘龙区,"0871-65227706,0871-65226172",http://zjc.ynau.edu.cn
344,云南师范大学,普通本科,师范类,云南呈贡区,"0871-65912887,0871-65910379",http://zsc.ynnu.edu.cn
345,云南民族大学,普通本科,民族类,云南,0871-5172133,http://zsjyc.ynni.edu.cn/
346,西南林业大学,普通本科,农林类,云南盘龙区,"0871-3863101,0871-63863200",http://zb.swfu.edu.cn/
347,昆明医科大学,普通本科,医药类,云南,"0871-65922957,13708407471",http://www.kmmu.edu.cn/zsb
348,云南中医药大学,普通本科,医药类,云南呈贡区,0871—65918999,http://www.zsb.ynutcm.edu.cn/
349,西安理工大学,普通本科,理工类,陕西,029-82312504,http://zhaosheng.xaut.edu.cn/
350,玉溪师范学院,普通本科,师范类,云南红塔区,"0877-2057041,0877-2050750",http://zb.yxnu.net/
351,西安建筑科技大学,普通本科,理工类,陕西碑林区,"029-82202288,029-82205014",http://zhaosheng.xauat.edu.cn/
352,西安科技大学,普通本科,理工类,陕西,029-85583041,http://zs.xust.edu.cn
353,楚雄师范学院,普通本科,师范类,云南,"0878-3129000,0878-3100887",http://zs.cxtc.edu.cn
354,西安石油大学,普通本科,理工类,陕西,"029-88382310,029-81469808",http://zb.xsyu.edu.cn
355,红河学院,普通本科,综合类,云南红河县,0873-3694008,http://zs.uoh.edu.cn/
356,云南财经大学,普通本科,财经类,云南,0871-65132629,http://202.203.193.167/YnufeZS/Web/Home/Index
357,陕西科技大学,普通本科,理工类,陕西,"029-86168100,029-86168101",http://zsxx.sust.edu.cn/
358,西安工程大学,普通本科,理工类,陕西,029-82330087,http://zsb.xpu.edu.cn/
359,云南警官学院,普通本科,政法类,云南,"0871-65125133,0871-65188859",http://www.ynpc.edu.cn/site/ypoa/bkszs/index.html
360,云南艺术学院,普通本科,艺术类,云南呈贡区,"0871-65937127,0871-65937128",http://zs.ynart.edu.cn/bkzs.htm
361,西安工业大学,普通本科,理工类,陕西未央区,029-86173115,https://www.xatu.edu.cn/zsjy/bkszs.htm
362,大理大学,普通本科,综合类,云南大理市,"0872-2219956,0872-2219959",http://zs.dali.edu.cn/
363,西安邮电大学,普通本科,理工类,陕西长安区,"029-88166660,029-88166199",http://zhaosheng.xupt.edu.cn
364,西藏大学,211,综合类,西藏城关区,0891-6405900,http://zjc.utibet.edu.cn/
365,陕西中医药大学,普通本科,医药类,陕西杨陵区,"029-38185360,029-38184259",http://zs.sntcm.edu.cn
366,咸阳师范学院,普通本科,师范类,陕西,029-33720888,http://www.xync.edu.cn/
367,青海大学,211,综合类,青海城西区,0971-5310697,https://zsw.qhu.edu.cn/
368,渭南师范学院,普通本科,师范类,陕西,0913-2136900,https://zsb.wnu.edu.cn/
369,宝鸡文理学院,普通本科,师范类,陕西,0917-3361066,http://ein.bjwlxy.cn
370,青海师范大学,普通本科,师范类,青海,0971-6318787,https://zsb.qhnu.edu.cn/
371,陕西理工大学,普通本科,理工类,陕西,"0916-2641900,0916-2641884",http://zs.snut.edu.cn
372,青海民族大学,普通本科,民族类,青海城东区,"0971-8808501,0971-8804611",http://zhaosheng.qhmu.edu.cn/
373,西安外国语大学,普通本科,语言类,陕西,"029-85319401,029-85319500",http://zhaosheng.xisu.edu.cn/
374,北华大学,普通本科,综合类,吉林丰满区,"0432-64608596,0432-64608592",http://www.bhjyw.com/
375,西安财经大学,普通本科,财经类,陕西长安区,029-81556128,http://zhaosheng.xaufe.edu.cn
376,西北政法大学,普通本科,政法类,陕西,"029-88182275,029-88182277",https://bkzn.nwupl.edu.cn/
377,长春大学,普通本科,综合类,吉林九台区,0431-85250087,http://zsb.ccu.edu.cn
378,西安体育学院,普通本科,体育类,陕西,029-88409422,http://www.xaipe.edu.cn/zsbgs/
379,长春理工大学,普通本科,理工类,吉林,0431-85582999,http://zsb.cust.edu.cn/
380,西安音乐学院,普通本科,艺术类,陕西雁塔区,"029-88667077,029-88667076",http://zsb.xacom.edu.cn
381,长春工业大学,普通本科,理工类,吉林,0431-85914753,http://bzkzs.ccut.edu.cn/index/
382,西安美术学院,普通本科,艺术类,陕西,"029-88222342,029-88247882,029-88221716",http://www.zhshch.xafa.edu.cn/
383,西安培华学院,普通本科,综合类,陕西,029-85680000,http://www.peihua.edu.cn/zhaosheng/index.htm
384,吉林农业大学,普通本科,农林类,吉林,0431-84532980,http://zhaosheng.jlau.edu.cn/static/front/jlau/basic/html_cms/
385,湘潭大学,普通本科,综合类,湖南,"0731-58293275,0731-58293451",http://zhaosheng.xtu.edu.cn/
386,吉首大学,普通本科,综合类,湖南,"0743-8564141,0743-8563838",http://jsuzs.jysd.com/
387,长春师范大学,普通本科,师范类,吉林,0431-86168222,http://zhaosheng.ccsfu.edu.cn/
388,湖南科技大学,普通本科,综合类,湖南,"0731-58273804,0731-58273805,0731-58273808",http://zs.hnust.cn
389,长沙理工大学,普通本科,理工类,湖南天心区,0731-85834715,http://zs.csust.edu.cn
390,吉林师范大学,普通本科,师范类,吉林铁西区,0434-3294661,http://web.jlnu.edu.cn/zsb/
391,南华大学,普通本科,综合类,湖南石鼓区,"0734-8282553,0734-8282711",http://zsw.usc.edu.cn/
392,湖南农业大学,普通本科,农林类,湖南芙蓉区,0731-84618084,http://zs.hunau.edu.cn
393,东北电力大学,普通本科,理工类,吉林船营区,0432-64806749,http://zs.neepu.edu.cn/
394,长春工程学院,普通本科,理工类,吉林朝阳区,"0431-85947183,0431-85711299",http://zsb.ccit.edu.cn/
395,吉林建筑大学,普通本科,理工类,吉林,"0431-84566063,0431-84566071",http://zj.jlju.edu.cn/zs/index.htm
396,湖南理工学院,普通本科,理工类,湖南云溪区,0730-8648876,http://zjc.hnist.cn/
397,湖南城市学院,普通本科,综合类,湖南资阳区,"0737-4628168,0737-6355818",http://zj.hncu.net
398,湖南工业大学,普通本科,理工类,湖南天元区,"0731-22183311,0731-22183355",http://zsb.hut.edu.cn
399,湖南工程学院,普通本科,理工类,湖南岳塘区,"0731-58688511,0731-58683867",http://hniezs.bibibi.net/recruit/index/index
400,吉林化工学院,普通本科,理工类,吉林,"0432-63083056,0432-63086679",http://zsjyc.jlict.edu.cn/
401,中南林业科技大学,普通本科,农林类,湖南,"0731-85623099,0731-85623098",http://zs.csuft.edu.cn
402,湖南中医药大学,普通本科,医药类,湖南岳麓区,0731-85381101,http://zhaosheng.hnucm.edu.cn
403,湘南学院,普通本科,综合类,湖南苏仙区,"0735-2653053,0735-2653289,0735-2653052",https://zs.xnu.edu.cn/
404,长春中医药大学,普通本科,医药类,吉林,"0431-86172018,0431-86172896,0431-86172013",http://zhaosheng.ccucm.edu.cn
405,吉林工程技术师范学院,普通本科,师范类,吉林,0431-86908039,http://zs.jlenu.edu.cn/
406,衡阳师范学院,普通本科,师范类,湖南,"0734-8486615,0734-8484941",http://zs.hynu.cn
407,湖南工商大学,普通本科,财经类,湖南岳麓区,"0731-88686693,0731-88686667,0731-88686694",http://admi.hutb.edu.cn/
408,通化师范学院,普通本科,师范类,吉林,0435-3209788,http://admissions.thnu.edu.cn/recruit/index/index
409,湖南科技学院,普通本科,理工类,湖南零陵区,0746-6382188,http://zs.huse.cn/
410,白城师范学院,普通本科,师范类,吉林洮北区,0436-3555068,http://zsb.bcsfxy.com/
411,吉林外国语大学,普通本科,语言类,吉林长春净月高新技术产业开发区,"0431-84533585,0431-84533588,0431-84533589",http://zs.jisu.edu.cn/
412,吉林财经大学,普通本科,财经类,吉林,0431-84539100,http://newzs.jlufe.edu.cn/
413,吉林体育学院,普通本科,体育类,吉林南关区,0431-85267666,http://www.jlsu.edu.cn/a/xzbm/zsjy/bkzs/
414,中南财经政法大学,211,财经类,湖北东西湖区,"027-88387338,027-88386200,027-88386181",http://bkzs.zuel.edu.cn/
415,湖南文理学院,普通本科,综合类,湖南,"0736-7186057,0736-7186059",http://zj.huas.edu.cn/wzsy.htm
416,怀化学院,普通本科,综合类,湖南,0745-2853370,http://zsb.hhtc.edu.cn
417,华中农业大学,211,农林类,湖北洪山区,"027-87282027,027-87384670",http://zs.hzau.edu.cn/
418,邵阳学院,普通本科,综合类,湖南大祥区,"0739-5432591,0739-5308781",http://zsjy.hnsyu.net/zhaosheng/
419,东北林业大学,211,农林类,黑龙江香坊区,0451-82190346,https://zhaosheng.nefu.edu.cn/
420,华中师范大学,211,师范类,湖北洪山区,"027-67861550,027-67863374",http://zs.ccnu.edu.cn/
421,黑龙江大学,普通本科,综合类,黑龙江南岗区,0451-86608661,http://zsb.hlju.edu.cn/
422,佳木斯大学,普通本科,综合类,黑龙江,"0454-8796220,0454-8618158",http://zs.jmsu.edu.cn/
423,中南民族大学,普通本科,综合类,湖北洪山区,027-67842763,https://zsb.scuec.edu.cn/
424,齐齐哈尔大学,普通本科,综合类,黑龙江建华区,0452-2738190,http://zs.qqhru.edu.cn/
425,湖北大学,普通本科,综合类,湖北,027-88755167,http://zsxx.hubu.edu.cn
426,哈尔滨理工大学,普通本科,理工类,黑龙江南岗区,0451－86390111,http://zs.hrbust.edu.cn/
427,黑龙江八一农垦大学,普通本科,农林类,黑龙江,"0459-6819043,0459-6819044",http://zhaosheng.byau.edu.cn/
428,长江大学,普通本科,综合类,湖北荆州区,"0716-8067167,0716-8060550",http://zszc.yangtzeu.edu.cn
429,哈尔滨医科大学,普通本科,医药类,黑龙江南岗区,"0451-86664885,0451-86681434",http://www.hrbmu.edu.cn/zhaosheng/
430,江汉大学,普通本科,综合类,湖北汉阳区,027-84237298,https://jdzs.jhun.edu.cn/
431,三峡大学,普通本科,综合类,湖北,"0717-6392282,0717-6392665",http://zs.ctgu.edu.cn/
432,武汉纺织大学,普通本科,理工类,湖北江夏区,"027-59367521,027-59367524",http://zjc.wtu.edu.cn/
433,湖北工业大学,普通本科,理工类,湖北洪山区,"400-0274620,027-59751111",http://zs.hbut.edu.cn
434,武汉工程大学,普通本科,理工类,湖北东西湖区,027-87002966,http://zsb.wit.edu.cn/
435,湖北汽车工业学院,普通本科,理工类,湖北张湾区,0719-8238223,http://zs.huat.edu.cn
436,武汉轻工大学,普通本科,理工类,湖北,"027-83921022,027-83928885",http://zsb.whpu.edu.cn/
437,湖北中医药大学,普通本科,医药类,湖北洪山区,"027-68891286,027-68890298",http://zs.hbtcm.edu.cn/
438,湖北医药学院,普通本科,医药类,湖北,0719-8891093,http://zs.hbmu.edu.cn
439,湖北师范大学,普通本科,师范类,湖北,"0714-6575861,0714-6575862,0714-6575863",http://zhinengdayi.com/hbnu
440,黄冈师范学院,普通本科,师范类,湖北,"0713-8616617,0713-8835368",http://zhaojiu.hgnu.edu.cn/zs/
441,黑龙江中医药大学,普通本科,医药类,黑龙江香坊区,"0451-82110815,0451-82193406",http://zsjy.hljucm.net
442,牡丹江师范学院,普通本科,师范类,黑龙江爱民区,"0453-6512058,0453-6511440",http://zs.mdjnu.cn/
443,湖北工程学院,普通本科,综合类,湖北,"0712-2345651,0712-2345652,0712-2345653",http://zsjy.hbust.edu.cn/zssy.htm
444,哈尔滨商业大学,普通本科,财经类,黑龙江松北区,"0451-84865257,0451-88103100",https://zsb.hrbcu.edu.cn/
445,湖北经济学院,普通本科,财经类,湖北江夏区,027-81973717,http://zs.hbue.edu.cn
446,东北石油大学,普通本科,理工类,黑龙江,"0459-6503662,0335-8065200,0459-6504671,0459-6504674",http://zsxxw.nepu.edu.cn/
447,哈尔滨学院,普通本科,综合类,黑龙江南岗区,"0451-86613350,0451-86688519,0451-86617723",http://zsxx.hrbu.edu.cn/
448,武汉体育学院,普通本科,体育类,湖北洪山区,"027-87190222,027-87190168",http://zs.whsu.edu.cn
449,黑龙江工程学院,普通本科,理工类,黑龙江道外区,"0451-88028842,0451-88028630",
450,黑龙江科技大学,普通本科,理工类,黑龙江松北区,400-9003756,http://zs.usth.edu.cn
451,湖北美术学院,普通本科,艺术类,湖北江夏区,027-81317222,https://zjc.hifa.edu.cn/sy.htm
452,湖北民族大学,普通本科,综合类,湖北恩施市,"0718-8439097,0718-8438300",https://www.hbmzu.edu.cn/zsjyw/zsxxw.htm
453,牡丹江医学院,普通本科,医药类,黑龙江爱民区,0453-6585444,http://mdjmuzs.university-hr.com/showmore_zs.php?actiontype=1
454,齐齐哈尔医学院,普通本科,医药类,黑龙江建华区,"13303625271,0452-2664111",https://zhaosheng.qmu.edu.cn/
455,武汉音乐学院,普通本科,艺术类,湖北武昌区,027-88076720,http://zsks.whcm.edu.cn/
456,黑龙江东方学院,普通本科,综合类,黑龙江平房区,"0451-87505389,0451-87505390",http://www.dfxy.net/zsjy/index.htm
